Age,Occupation,Sex,Capital gain,Capital loss,Hours per week,Income
32, Prof-specialty, Male,15024,0,50, >50K
45, Transport-moving, Male,0,0,48, <=50K
23, Machine-op-inspct, Male,0,0,45, <=50K
35, Craft-repair, Male,0,0,45, <=50K
52, Craft-repair, Male,0,0,45, >50K
55, Craft-repair, Male,0,0,40, <=50K
23, Farming-fishing, Male,0,0,40, <=50K
22, Adm-clerical, Female,2885,0,25, <=50K
27, Adm-clerical, Male,0,0,40, <=50K
24, Adm-clerical, Female,0,0,15, <=50K
21, Craft-repair, Male,0,0,40, <=50K
49, Sales, Female,0,0,35, <=50K
32, Machine-op-inspct, Male,0,0,40, <=50K
64, Other-service, Female,0,0,24, <=50K
37, Farming-fishing, Male,0,0,50, <=50K
61, Machine-op-inspct, Male,0,0,40, <=50K
44, Craft-repair, Female,0,0,40, >50K
53, Craft-repair, Male,0,0,52, >50K
43, Prof-specialty, Male,0,0,50, >50K
60, Prof-specialty, Male,0,1902,40, >50K
23, Sales, Female,0,0,40, <=50K
25, Machine-op-inspct, Male,0,0,40, <=50K
29, Adm-clerical, Female,0,0,40, <=50K
51, Prof-specialty, Female,0,0,55, <=50K
47, Farming-fishing, Male,0,0,12, <=50K
20, Exec-managerial, Female,0,0,40, <=50K
25, Transport-moving, Male,5178,0,40, >50K
27, Machine-op-inspct, Male,0,0,40, <=50K
23, Adm-clerical, Female,0,0,40, <=50K
18, Other-service, Female,0,0,27, <=50K
23, Transport-moving, Male,0,0,32, <=50K
59, Exec-managerial, Male,0,0,60, <=50K
46, Adm-clerical, Female,0,0,37, <=50K
46, Prof-specialty, Male,0,0,38, >50K
36, Other-service, Female,0,0,23, <=50K
44, Machine-op-inspct, Female,0,0,40, <=50K
17, Sales, Male,0,0,20, <=50K
27, Exec-managerial, Male,0,0,45, <=50K
32, Sales, Male,0,0,40, >50K
53, Other-service, Male,0,0,40, <=50K
22, Prof-specialty, Male,0,0,98, <=50K
30, Prof-specialty, Female,0,0,40, <=50K
47, Prof-specialty, Male,0,2002,30, <=50K
68, Sales, Male,0,0,40, >50K
39, Sales, Male,0,0,40, <=50K
22, Adm-clerical, Female,0,0,40, <=50K
20, Sales, Female,0,0,35, <=50K
21, Handlers-cleaners, Male,0,0,38, <=50K
30, Exec-managerial, Male,0,0,75, <=50K
25, Adm-clerical, Female,0,0,40, <=50K
23, Other-service, Female,0,0,21, <=50K
40, Prof-specialty, Male,0,0,40, <=50K
26, Adm-clerical, Male,0,0,40, <=50K
57, Craft-repair, Male,0,0,40, >50K
36, Exec-managerial, Male,0,0,60, >50K
49, Prof-specialty, Male,0,0,40, <=50K
58, Craft-repair, Male,0,0,40, >50K
32, Exec-managerial, Male,0,0,40, <=50K
59, Adm-clerical, Male,0,0,45, >50K
42, Adm-clerical, Female,0,0,40, <=50K
37, Exec-managerial, Male,0,0,40, <=50K
40, Prof-specialty, Male,15024,0,45, >50K
47, Transport-moving, Male,0,0,40, <=50K
56, Prof-specialty, Male,0,0,45, >50K
30, Adm-clerical, Female,0,0,40, <=50K
42, Exec-managerial, Female,0,0,35, <=50K
21, Other-service, Male,0,0,40, <=50K
21, Machine-op-inspct, Female,0,0,40, <=50K
47, Tech-support, Female,0,0,40, <=50K
22, Farming-fishing, Male,0,0,20, <=50K
35, Adm-clerical, Female,14344,0,40, >50K
41, Handlers-cleaners, Female,0,0,40, <=50K
43, Handlers-cleaners, Male,0,0,53, <=50K
60, Sales, Male,0,0,55, <=50K
73, Sales, Male,0,0,30, >50K
90, Exec-managerial, Female,0,0,40, >50K
62, Adm-clerical, Male,0,0,38, <=50K
28, Craft-repair, Male,0,0,40, <=50K
45, Craft-repair, Male,0,0,40, <=50K
19, Sales, Male,0,0,45, <=50K
30, Craft-repair, Male,0,0,35, <=50K
19, Handlers-cleaners, Female,0,0,52, <=50K
23, Other-service, Male,2202,0,80, <=50K
22, Prof-specialty, Male,0,0,10, <=50K
19, Adm-clerical, Female,0,0,28, <=50K
45, Adm-clerical, Male,0,2080,40, <=50K
26, Other-service, Female,0,0,25, <=50K
42, Handlers-cleaners, Male,99999,0,40, >50K
62, Farming-fishing, Male,0,0,35, <=50K
61, Sales, Male,0,0,40, <=50K
34, Sales, Male,0,1564,60, >50K
22, Other-service, Female,0,0,53, <=50K
56, Prof-specialty, Male,0,0,40, >50K
32, Prof-specialty, Male,0,0,40, <=50K
26, Craft-repair, Male,0,0,40, <=50K
32, Sales, Female,0,1669,45, <=50K
58, Adm-clerical, Male,0,1876,40, <=50K
25, Adm-clerical, Female,0,0,35, >50K
23, Adm-clerical, Female,0,0,25, <=50K
23, Tech-support, Male,0,0,40, <=50K
54, Adm-clerical, Male,0,0,40, <=50K
28, Exec-managerial, Female,0,0,35, <=50K
35, Sales, Male,0,0,40, >50K
30, Prof-specialty, Male,0,0,25, >50K
23, Craft-repair, Male,0,0,40, <=50K
42, Tech-support, Male,0,0,50, >50K
72, Adm-clerical, Female,0,0,20, <=50K
21, Machine-op-inspct, Male,0,0,40, <=50K
37, Craft-repair, Male,0,0,40, <=50K
54, Other-service, Female,0,0,40, <=50K
58, Adm-clerical, Female,0,1980,45, <=50K
32, Prof-specialty, Male,0,0,40, <=50K
65, Adm-clerical, Female,0,0,15, <=50K
65, Sales, Female,0,0,20, <=50K
33, Other-service, Female,0,0,35, <=50K
35, Machine-op-inspct, Male,6497,0,65, <=50K
27, Adm-clerical, Female,0,0,40, <=50K
34, Other-service, Male,0,0,42, <=50K
53, Sales, Male,0,0,70, <=50K
23, Craft-repair, Male,0,0,40, <=50K
43, Prof-specialty, Female,0,0,40, >50K
58, Exec-managerial, Male,3908,0,40, <=50K
38, Adm-clerical, Male,0,3770,40, <=50K
26, Handlers-cleaners, Male,0,0,50, <=50K
60, Exec-managerial, Male,0,0,50, >50K
28, Machine-op-inspct, Male,0,1672,50, <=50K
33, Adm-clerical, Female,0,0,30, <=50K
29, Transport-moving, Male,0,0,40, <=50K
54, Exec-managerial, Female,0,0,50, >50K
41, Farming-fishing, Male,0,0,36, <=50K
63, Exec-managerial, Male,0,0,50, <=50K
31, Adm-clerical, Female,0,0,27, <=50K
23, Sales, Female,0,0,25, <=50K
41, Prof-specialty, Male,0,0,45, >50K
51, Transport-moving, Male,0,0,40, >50K
59, Craft-repair, Male,0,0,40, >50K
23, Prof-specialty, Female,0,0,45, <=50K
24, Exec-managerial, Male,0,0,45, <=50K
67, Prof-specialty, Female,0,0,20, <=50K
47, Prof-specialty, Male,0,0,40, >50K
21, Craft-repair, Male,0,0,40, <=50K
38, Farming-fishing, Male,0,0,40, <=50K
55, Prof-specialty, Female,0,0,40, <=50K
39, Prof-specialty, Female,1506,0,40, <=50K
24, Other-service, Female,0,0,50, >50K
24, Protective-serv, Male,0,0,40, <=50K
38, Sales, Male,7298,0,40, >50K
19, Other-service, Male,0,0,24, <=50K
32, Craft-repair, Male,0,0,50, <=50K
63, Exec-managerial, Male,0,0,60, >50K
18, Sales, Female,0,0,30, <=50K
36, Transport-moving, Male,0,0,45, <=50K
41, Transport-moving, Male,6497,0,40, <=50K
57, Protective-serv, Male,0,0,40, <=50K
48, Craft-repair, Male,0,0,40, <=50K
44, Sales, Female,0,1504,40, <=50K
25, Exec-managerial, Male,0,0,40, <=50K
48, Exec-managerial, Male,0,0,50, <=50K
20, Sales, Female,0,0,8, <=50K
74, Sales, Male,0,0,55, <=50K
44, Exec-managerial, Female,0,0,40, <=50K
26, Machine-op-inspct, Female,0,0,40, <=50K
54, Farming-fishing, Male,0,0,40, <=50K
39, Handlers-cleaners, Male,0,0,48, >50K
38, Adm-clerical, Female,7443,0,40, <=50K
18, Other-service, Female,0,0,40, <=50K
24, Other-service, Male,0,0,40, <=50K
19, Prof-specialty, Male,0,0,35, <=50K
28, Machine-op-inspct, Male,0,0,40, <=50K
28, Handlers-cleaners, Male,0,0,30, <=50K
49, Craft-repair, Male,0,0,40, <=50K
50, Craft-repair, Male,0,0,40, <=50K
63, Machine-op-inspct, Female,0,0,40, <=50K
58, Farming-fishing, Male,0,0,50, <=50K
68, Other-service, Female,0,0,15, <=50K
41, Exec-managerial, Male,0,0,40, >50K
27, Prof-specialty, Male,3103,0,50, >50K
24, Prof-specialty, Male,0,0,40, <=50K
50, Exec-managerial, Female,0,0,40, <=50K
47, Other-service, Female,0,0,44, <=50K
54, Other-service, Female,0,0,40, <=50K
28, Adm-clerical, Female,0,0,30, <=50K
26, Prof-specialty, Female,0,0,40, <=50K
35, Exec-managerial, Male,0,0,42, <=50K
48, Sales, Male,2885,0,15, <=50K
50, Sales, Female,3942,0,40, <=50K
39, Adm-clerical, Female,0,0,40, <=50K
46, Sales, Male,0,0,45, >50K
41, Adm-clerical, Female,0,0,48, <=50K
24, Sales, Male,2580,0,40, <=50K
57, Craft-repair, Male,0,0,40, <=50K
32, Handlers-cleaners, Male,0,0,40, <=50K
41, Exec-managerial, Male,0,0,50, >50K
55, Craft-repair, Male,0,0,40, >50K
69, Machine-op-inspct, Female,2964,0,40, <=50K
22, Other-service, Female,0,0,40, <=50K
45, Other-service, Male,3942,0,40, <=50K
33, Adm-clerical, Male,0,0,40, <=50K
57, Sales, Female,0,0,40, <=50K
38, Exec-managerial, Male,0,1902,65, >50K
40, Craft-repair, Male,0,0,50, <=50K
48, Handlers-cleaners, Female,0,0,40, <=50K
38, Exec-managerial, Female,0,0,35, <=50K
26, Prof-specialty, Female,0,0,60, <=50K
24, Machine-op-inspct, Male,0,0,40, <=50K
35, Other-service, Female,0,0,20, <=50K
37, Craft-repair, Male,5178,0,75, >50K
42, Machine-op-inspct, Male,0,0,40, <=50K
37, Adm-clerical, Female,0,0,40, >50K
37, Exec-managerial, Female,0,0,50, <=50K
22, Craft-repair, Male,0,0,40, <=50K
24, Adm-clerical, Female,0,0,40, <=50K
45, Adm-clerical, Male,0,0,40, >50K
29, Craft-repair, Male,0,0,50, >50K
23, Adm-clerical, Female,0,0,25, <=50K
24, Exec-managerial, Male,0,0,40, <=50K
25, Prof-specialty, Female,0,0,40, <=50K
58, Sales, Female,0,0,32, <=50K
28, Sales, Male,0,0,60, <=50K
58, Sales, Female,0,0,35, >50K
18, Other-service, Male,0,0,16, <=50K
59, Protective-serv, Male,0,0,40, <=50K
39, Adm-clerical, Female,0,0,40, <=50K
53, Sales, Male,0,0,50, >50K
54, Prof-specialty, Female,0,0,65, <=50K
51, Transport-moving, Male,0,0,50, >50K
59, Sales, Male,7298,0,55, >50K
42, Protective-serv, Male,0,0,40, >50K
36, Adm-clerical, Female,0,0,40, <=50K
37, Adm-clerical, Female,0,0,60, <=50K
32, Handlers-cleaners, Male,0,0,40, <=50K
38, Tech-support, Male,0,0,50, <=50K
19, Adm-clerical, Female,0,0,30, <=50K
55, Prof-specialty, Female,0,0,48, <=50K
30, Craft-repair, Male,0,0,40, <=50K
27, Prof-specialty, Male,0,0,50, >50K
44, Exec-managerial, Female,0,0,5, <=50K
32, Machine-op-inspct, Male,0,0,50, <=50K
60, Other-service, Female,0,0,20, <=50K
28, Machine-op-inspct, Male,0,0,40, <=50K
44, Exec-managerial, Male,0,0,40, <=50K
29, Handlers-cleaners, Male,0,0,16, <=50K
57, Craft-repair, Male,0,0,40, <=50K
41, Transport-moving, Male,0,0,60, <=50K
34, Transport-moving, Male,0,0,60, <=50K
44, Exec-managerial, Female,0,0,42, <=50K
44, Transport-moving, Male,0,0,40, <=50K
57, Handlers-cleaners, Male,0,0,22, <=50K
37, Prof-specialty, Male,0,0,30, <=50K
35, Prof-specialty, Male,0,0,16, >50K
27, Exec-managerial, Male,0,0,45, <=50K
41, Adm-clerical, Female,3103,0,40, >50K
37, Prof-specialty, Male,0,0,60, <=50K
18, Other-service, Male,0,0,8, <=50K
24, Tech-support, Female,0,0,20, <=50K
53, Adm-clerical, Female,0,0,40, <=50K
40, Machine-op-inspct, Male,0,1980,48, <=50K
54, Machine-op-inspct, Male,0,0,60, <=50K
22, Prof-specialty, Female,0,0,40, <=50K
44, Adm-clerical, Female,0,0,30, <=50K
43, Exec-managerial, Female,0,0,45, <=50K
58, Prof-specialty, Female,0,0,20, >50K
59, Prof-specialty, Female,0,0,45, >50K
31, Exec-managerial, Male,0,0,45, >50K
35, Machine-op-inspct, Male,0,0,40, <=50K
17, Sales, Female,0,0,20, <=50K
45, Prof-specialty, Female,0,0,32, <=50K
40, Handlers-cleaners, Male,0,0,40, <=50K
35, Handlers-cleaners, Male,0,0,45, <=50K
25, Tech-support, Male,0,0,45, <=50K
58, Handlers-cleaners, Male,0,0,40, <=50K
39, Handlers-cleaners, Male,0,0,50, >50K
23, Exec-managerial, Male,0,0,54, <=50K
32, Prof-specialty, Female,0,0,40, <=50K
48, Transport-moving, Male,0,0,44, <=50K
41, Handlers-cleaners, Male,0,0,40, <=50K
43, Prof-specialty, Male,0,0,50, >50K
18, Other-service, Male,0,1721,20, <=50K
24, Armed-Forces, Male,0,0,40, <=50K
58, Adm-clerical, Female,0,0,32, <=50K
54, Prof-specialty, Male,0,0,40, >50K
60, Craft-repair, Male,0,0,40, <=50K
28, Farming-fishing, Male,0,0,40, <=50K
41, Transport-moving, Male,0,0,40, >50K
27, Adm-clerical, Male,0,0,40, <=50K
30, Other-service, Female,0,0,20, <=50K
63, Craft-repair, Male,0,0,35, <=50K
33, Sales, Male,3325,0,50, <=50K
34, Transport-moving, Male,0,0,45, <=50K
51, Protective-serv, Male,0,0,40, <=50K
21, Other-service, Male,0,0,25, <=50K
50, Craft-repair, Male,0,0,40, >50K
43, Machine-op-inspct, Male,0,0,40, <=50K
27, Craft-repair, Male,2885,0,40, <=50K
19, Adm-clerical, Female,0,0,40, <=50K
17, Other-service, Female,0,0,6, <=50K
47, Transport-moving, Male,0,0,40, <=50K
25, Adm-clerical, Female,0,0,40, <=50K
71, Other-service, Female,0,0,20, <=50K
21, Machine-op-inspct, Female,0,0,40, <=50K
48, Machine-op-inspct, Male,0,0,40, <=50K
57, Sales, Female,0,1602,3, <=50K
58, Farming-fishing, Male,0,2415,40, >50K
34, Machine-op-inspct, Female,0,0,20, <=50K
40, Prof-specialty, Male,0,0,40, <=50K
28, Other-service, Male,0,0,32, <=50K
42, Sales, Male,0,0,40, <=50K
41, Tech-support, Female,3325,0,40, <=50K
28, Adm-clerical, Female,0,0,35, <=50K
40, Machine-op-inspct, Female,0,0,35, <=50K
23, Machine-op-inspct, Male,0,0,30, <=50K
39, Sales, Male,0,0,50, >50K
39, Sales, Male,0,1876,50, <=50K
45, Handlers-cleaners, Female,0,0,40, <=50K
50, Sales, Female,0,0,40, <=50K
33, Adm-clerical, Male,0,0,40, <=50K
34, Machine-op-inspct, Female,0,0,40, <=50K
55, Transport-moving, Male,0,0,32, <=50K
62, Adm-clerical, Female,0,0,40, <=50K
31, Sales, Male,0,0,40, <=50K
35, Craft-repair, Male,0,0,40, <=50K
30, Craft-repair, Male,0,0,40, <=50K
57, Sales, Male,0,0,50, >50K
50, Exec-managerial, Male,0,1887,55, >50K
51, Transport-moving, Male,0,0,50, <=50K
47, Sales, Male,4386,0,45, >50K
37, Prof-specialty, Male,0,0,45, >50K
58, Transport-moving, Male,0,0,40, <=50K
39, Exec-managerial, Female,0,0,50, >50K
34, Machine-op-inspct, Male,0,0,40, >50K
45, Adm-clerical, Female,0,0,38, <=50K
42, Prof-specialty, Male,99999,0,40, >50K
40, Tech-support, Male,3325,0,40, <=50K
39, Prof-specialty, Male,0,1977,50, >50K
36, Prof-specialty, Male,0,0,40, >50K
56, Adm-clerical, Female,0,0,35, <=50K
37, Handlers-cleaners, Male,0,0,40, >50K
60, Other-service, Male,0,0,40, <=50K
56, Craft-repair, Male,0,0,40, >50K
51, Exec-managerial, Male,3908,0,47, <=50K
34, Prof-specialty, Female,0,0,36, <=50K
19, Farming-fishing, Male,0,0,30, <=50K
37, Exec-managerial, Female,0,0,40, <=50K
58, Exec-managerial, Male,0,0,40, >50K
33, Adm-clerical, Female,0,0,35, <=50K
39, Exec-managerial, Male,0,0,40, >50K
36, Adm-clerical, Female,4865,0,40, <=50K
26, Prof-specialty, Female,0,0,40, <=50K
22, Tech-support, Female,0,0,36, <=50K
32, Adm-clerical, Male,0,0,40, <=50K
17, Sales, Male,0,0,15, <=50K
68, Other-service, Female,0,0,20, <=50K
70, Sales, Male,3432,0,40, <=50K
30, Farming-fishing, Male,0,0,40, <=50K
19, Adm-clerical, Female,0,0,15, <=50K
51, Prof-specialty, Male,0,0,40, <=50K
19, Adm-clerical, Male,0,0,30, <=50K
47, Craft-repair, Male,0,0,40, <=50K
41, Prof-specialty, Male,7688,0,55, >50K
36, Machine-op-inspct, Male,0,1887,40, >50K
30, Craft-repair, Male,0,0,40, >50K
26, Machine-op-inspct, Male,0,0,45, <=50K
41, Prof-specialty, Male,0,0,20, <=50K
25, Adm-clerical, Male,0,0,45, <=50K
62, Other-service, Male,0,0,40, <=50K
23, Prof-specialty, Male,0,0,40, <=50K
25, Sales, Male,6849,0,40, <=50K
30, Sales, Female,0,0,45, <=50K
48, Handlers-cleaners, Male,0,0,40, <=50K
20, Other-service, Male,0,0,40, <=50K
51, Exec-managerial, Female,0,0,15, >50K
19, Handlers-cleaners, Male,0,0,10, <=50K
31, Machine-op-inspct, Male,0,0,40, <=50K
36, Exec-managerial, Male,7298,0,50, >50K
40, Sales, Male,0,0,40, <=50K
30, Farming-fishing, Male,0,0,40, <=50K
28, Craft-repair, Male,0,1590,40, <=50K
57, Craft-repair, Male,0,0,40, >50K
18, Sales, Male,0,0,15, <=50K
54, Craft-repair, Male,0,0,40, >50K
32, Machine-op-inspct, Male,0,0,40, <=50K
52, Prof-specialty, Male,0,0,40, <=50K
27, Machine-op-inspct, Female,0,0,40, <=50K
18, Other-service, Male,0,0,20, <=50K
37, Craft-repair, Male,0,0,35, <=50K
52, Machine-op-inspct, Male,0,0,40, >50K
59, Other-service, Male,0,0,50, <=50K
27, Machine-op-inspct, Male,0,0,40, <=50K
43, Machine-op-inspct, Male,0,0,40, <=50K
56, Craft-repair, Male,0,0,40, >50K
44, Farming-fishing, Male,0,0,72, <=50K
37, Craft-repair, Male,0,0,45, <=50K
28, Exec-managerial, Male,10520,0,50, >50K
48, Other-service, Female,0,0,25, <=50K
58, Exec-managerial, Male,0,0,50, <=50K
29, Craft-repair, Male,0,0,45, <=50K
37, Sales, Male,0,0,40, <=50K
35, Prof-specialty, Male,0,0,50, >50K
36, Craft-repair, Male,0,0,38, <=50K
52, Adm-clerical, Male,0,0,48, <=50K
30, Transport-moving, Male,0,0,40, <=50K
22, Craft-repair, Male,0,0,40, <=50K
55, Sales, Male,0,0,60, <=50K
61, Exec-managerial, Female,15024,0,38, >50K
33, Handlers-cleaners, Male,0,0,30, <=50K
46, Sales, Male,0,0,50, <=50K
64, Tech-support, Female,0,0,16, <=50K
28, Craft-repair, Male,0,0,40, <=50K
19, Adm-clerical, Female,0,0,42, <=50K
36, Adm-clerical, Male,0,0,40, <=50K
43, Craft-repair, Male,0,0,40, >50K
56, Exec-managerial, Male,0,0,42, >50K
24, Protective-serv, Male,0,0,40, <=50K
40, Sales, Male,0,0,60, <=50K
45, Exec-managerial, Male,0,0,50, >50K
56, Prof-specialty, Female,0,0,40, <=50K
35, Prof-specialty, Female,0,0,40, <=50K
36, Prof-specialty, Male,0,0,60, >50K
50, Prof-specialty, Male,0,0,50, >50K
61, Other-service, Female,0,0,21, <=50K
31, Transport-moving, Male,0,1980,60, <=50K
63, Prof-specialty, Male,0,0,40, <=50K
41, Exec-managerial, Male,0,0,40, <=50K
48, Machine-op-inspct, Male,0,0,40, <=50K
45, Sales, Female,0,0,35, <=50K
24, Machine-op-inspct, Male,0,0,40, <=50K
34, Prof-specialty, Male,0,0,40, >50K
27, Sales, Female,0,0,40, <=50K
26, Craft-repair, Male,0,0,48, <=50K
27, Handlers-cleaners, Male,0,0,40, <=50K
55, Exec-managerial, Male,0,0,40, <=50K
38, Exec-managerial, Male,0,0,40, >50K
31, Adm-clerical, Female,0,0,40, >50K
51, Sales, Male,0,0,40, >50K
56, Prof-specialty, Male,0,0,40, >50K
39, Machine-op-inspct, Male,0,0,40, <=50K
50, Craft-repair, Male,0,0,40, >50K
34, Prof-specialty, Male,0,2051,40, <=50K
44, Sales, Male,3674,0,50, <=50K
21, Protective-serv, Male,0,0,40, <=50K
37, Machine-op-inspct, Male,0,0,70, <=50K
18, Adm-clerical, Female,0,0,30, <=50K
38, Machine-op-inspct, Male,0,0,65, >50K
19, Adm-clerical, Male,0,0,12, <=50K
46, Craft-repair, Male,0,0,40, <=50K
19, Sales, Female,0,0,25, <=50K
22, Sales, Female,0,0,20, <=50K
38, Craft-repair, Male,0,0,50, <=50K
33, Exec-managerial, Female,14084,0,50, >50K
83, Exec-managerial, Male,0,0,8, <=50K
34, Tech-support, Male,0,0,40, >50K
38, Craft-repair, Male,0,0,40, <=50K
33, Adm-clerical, Female,0,0,40, <=50K
27, Adm-clerical, Female,0,1887,40, >50K
38, Craft-repair, Male,0,0,60, <=50K
25, Other-service, Male,0,0,25, <=50K
38, Tech-support, Male,0,0,40, <=50K
52, Exec-managerial, Male,0,0,48, >50K
33, Prof-specialty, Male,0,0,50, <=50K
17, Other-service, Female,0,0,20, <=50K
28, Exec-managerial, Female,6849,0,60, <=50K
52, Adm-clerical, Female,0,0,40, <=50K
34, Handlers-cleaners, Male,2463,0,40, <=50K
25, Prof-specialty, Female,0,0,15, <=50K
17, Other-service, Male,0,0,26, <=50K
22, Other-service, Male,0,0,80, <=50K
22, Handlers-cleaners, Male,0,0,40, <=50K
46, Sales, Male,0,1887,40, >50K
58, Machine-op-inspct, Female,0,0,40, <=50K
39, Sales, Female,0,0,35, <=50K
59, Other-service, Female,0,0,40, <=50K
61, Adm-clerical, Male,0,0,40, <=50K
32, Craft-repair, Male,0,0,45, <=50K
50, Exec-managerial, Male,0,0,40, >50K
51, Craft-repair, Male,0,0,40, <=50K
20, Craft-repair, Male,0,0,40, <=50K
38, Exec-managerial, Male,0,0,40, <=50K
44, Craft-repair, Male,0,0,40, >50K
28, Sales, Male,0,0,50, <=50K
50, Prof-specialty, Female,0,0,40, <=50K
53, Prof-specialty, Male,0,0,50, <=50K
42, Sales, Male,0,0,45, <=50K
47, Prof-specialty, Male,0,0,45, <=50K
39, Adm-clerical, Female,0,0,40, >50K
38, Farming-fishing, Male,0,0,60, <=50K
34, Prof-specialty, Male,0,0,50, <=50K
40, Prof-specialty, Female,0,0,40, <=50K
63, Sales, Female,0,0,20, <=50K
53, Exec-managerial, Female,0,0,40, >50K
43, Prof-specialty, Male,0,0,48, <=50K
28, Exec-managerial, Male,0,1669,60, <=50K
68, Exec-managerial, Female,0,0,10, >50K
46, Prof-specialty, Male,0,0,38, <=50K
57, Adm-clerical, Female,0,0,40, <=50K
38, Adm-clerical, Female,0,0,35, <=50K
66, Sales, Male,0,0,40, <=50K
29, Sales, Female,0,0,40, <=50K
54, Sales, Male,7688,0,50, >50K
38, Prof-specialty, Male,0,0,40, <=50K
35, Priv-house-serv, Female,0,0,8, <=50K
30, Prof-specialty, Female,0,0,37, <=50K
39, Adm-clerical, Female,0,0,40, <=50K
31, Prof-specialty, Male,0,0,40, <=50K
50, Machine-op-inspct, Male,0,0,50, <=50K
30, Craft-repair, Male,0,0,60, <=50K
25, Sales, Female,0,0,40, <=50K
24, Priv-house-serv, Female,0,0,40, <=50K
59, Protective-serv, Female,0,2339,40, <=50K
45, Adm-clerical, Male,0,0,15, <=50K
64, Other-service, Female,0,0,20, <=50K
61, Other-service, Female,0,0,40, <=50K
42, Tech-support, Female,0,0,40, <=50K
28, Machine-op-inspct, Male,0,0,40, <=50K
53, Handlers-cleaners, Male,0,0,40, <=50K
33, Handlers-cleaners, Male,0,0,7, <=50K
34, Prof-specialty, Male,0,0,40, <=50K
41, Other-service, Male,0,0,48, <=50K
67, Handlers-cleaners, Male,9386,0,24, >50K
46, Prof-specialty, Female,0,0,27, <=50K
32, Sales, Female,0,0,40, <=50K
41, Transport-moving, Male,0,0,40, <=50K
30, Prof-specialty, Male,0,0,40, <=50K
54, Exec-managerial, Male,0,0,50, <=50K
33, Other-service, Male,0,0,40, <=50K
34, Exec-managerial, Female,0,0,40, <=50K
45, Adm-clerical, Female,0,0,48, <=50K
21, Other-service, Male,0,0,40, <=50K
25, Prof-specialty, Male,0,0,40, <=50K
38, Craft-repair, Male,0,0,41, <=50K
17, Craft-repair, Female,0,0,15, <=50K
35, Sales, Female,0,0,30, <=50K
38, Craft-repair, Male,0,0,40, <=50K
48, Protective-serv, Male,0,0,56, >50K
25, Other-service, Male,0,0,40, <=50K
57, Exec-managerial, Male,0,0,40, <=50K
32, Exec-managerial, Female,0,0,50, >50K
39, Prof-specialty, Male,0,0,30, <=50K
23, Adm-clerical, Female,0,0,35, <=50K
21, Handlers-cleaners, Male,0,0,45, <=50K
47, Adm-clerical, Female,0,0,48, <=50K
25, Machine-op-inspct, Female,0,0,40, <=50K
41, Adm-clerical, Male,4650,0,40, <=50K
19, Other-service, Female,0,0,15, <=50K
24, Craft-repair, Male,0,0,42, <=50K
57, Exec-managerial, Male,15024,0,50, >50K
32, Transport-moving, Male,0,0,40, <=50K
28, Craft-repair, Male,0,0,45, <=50K
40, Exec-managerial, Male,0,0,75, >50K
21, Prof-specialty, Male,0,0,20, <=50K
45, Sales, Male,0,0,40, >50K
55, Transport-moving, Male,0,0,50, <=50K
42, Adm-clerical, Male,0,0,40, <=50K
49, Adm-clerical, Male,0,0,38, <=50K
38, Handlers-cleaners, Male,0,0,40, <=50K
50, Exec-managerial, Male,0,0,40, <=50K
47, Machine-op-inspct, Male,0,0,48, >50K
39, Sales, Male,0,0,40, >50K
42, Transport-moving, Male,0,0,30, <=50K
32, Craft-repair, Female,0,0,50, <=50K
44, Exec-managerial, Female,2354,0,40, <=50K
50, Prof-specialty, Male,99999,0,80, >50K
55, Adm-clerical, Female,0,0,45, <=50K
37, Machine-op-inspct, Male,0,0,40, <=50K
59, Adm-clerical, Female,0,0,40, <=50K
56, Transport-moving, Male,0,0,40, <=50K
33, Craft-repair, Male,0,0,32, <=50K
35, Tech-support, Male,0,0,40, >50K
44, Other-service, Male,0,0,40, <=50K
57, Exec-managerial, Male,0,0,40, >50K
31, Exec-managerial, Female,0,0,40, <=50K
18, Sales, Female,0,0,15, <=50K
43, Craft-repair, Male,0,0,70, <=50K
33, Craft-repair, Male,0,0,40, <=50K
18, Adm-clerical, Male,0,0,25, <=50K
47, Adm-clerical, Male,0,0,40, <=50K
53, Other-service, Female,0,0,40, <=50K
59, Exec-managerial, Male,0,0,35, >50K
49, Exec-managerial, Male,0,0,40, <=50K
26, Craft-repair, Male,0,0,40, <=50K
25, Handlers-cleaners, Male,0,0,60, <=50K
36, Prof-specialty, Female,0,0,30, <=50K
29, Exec-managerial, Female,0,0,45, <=50K
52, Other-service, Female,0,0,25, <=50K
50, Sales, Male,0,0,50, <=50K
22, Exec-managerial, Female,0,0,40, <=50K
44, Exec-managerial, Female,0,0,40, <=50K
32, Handlers-cleaners, Male,0,0,40, >50K
49, Adm-clerical, Female,0,0,38, <=50K
31, Farming-fishing, Male,0,0,45, <=50K
33, Other-service, Male,0,0,40, <=50K
50, Sales, Female,0,0,15, <=50K
26, Adm-clerical, Female,0,1974,40, <=50K
55, Prof-specialty, Male,7298,0,40, >50K
49, Exec-managerial, Female,0,0,20, <=50K
22, Sales, Female,0,0,40, <=50K
43, Exec-managerial, Male,0,0,38, >50K
58, Prof-specialty, Male,0,0,42, <=50K
48, Prof-specialty, Male,15024,0,40, >50K
21, Other-service, Male,0,0,50, <=50K
67, Other-service, Female,0,0,20, <=50K
39, Transport-moving, Male,0,0,40, <=50K
52, Farming-fishing, Female,0,0,40, <=50K
